source_record,source_table,source_table_doi,observable_kind,eta_range,multiplicity_selection,manuscript_bin,fit_ready,mapping_status,pt_low_gev,pt_high_gev,pt_center_gev,yield_value,stat_error,sys_error,total_error
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,101-125,101-125,True,matched_to_manuscript_bin,0.75,0.8,0.775,22.32,0.1448,0.583,0.6007129430934546
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,126-150,126-150,True,matched_to_manuscript_bin,0.75,0.8,0.775,26.81,0.4877,0.7018,0.8546195235307932
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,21-30,21-30,True,matched_to_manuscript_bin,0.8,0.85,0.825,1.077,0.0009079,0.07378,0.07378558587156438
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,31-40,31-40,True,matched_to_manuscript_bin,0.8,0.85,0.825,3.759,0.002801,0.131,0.13102994162022663
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,41-50,41-50,True,matched_to_manuscript_bin,0.8,0.85,0.825,6.256,0.005223,0.2159,0.21596316752863207
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,51-60,51-60,True,matched_to_manuscript_bin,0.8,0.85,0.825,8.662,0.009083,0.299,0.29913792953920104
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,61-70,61-70,True,matched_to_manuscript_bin,0.8,0.85,0.825,11.06,0.01574,0.2921,0.2925237727091595
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,71-80,71-80,True,matched_to_manuscript_bin,0.8,0.85,0.825,13.37,0.02746,0.3531,0.35416614970942667
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,81-90,81-90,True,matched_to_manuscript_bin,0.8,0.85,0.825,15.6,0.04861,0.4145,0.4173406068189387
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,91-100,91-100,True,matched_to_manuscript_bin,0.8,0.85,0.825,17.75,0.08744,0.4682,0.47629506988840437
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,101-125,101-125,True,matched_to_manuscript_bin,0.8,0.85,0.825,20.51,0.1408,0.5411,0.5591188156376067
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,126-150,126-150,True,matched_to_manuscript_bin,0.8,0.85,0.825,25.13,0.479,0.6651,0.8196334607615773
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,21-30,21-30,True,matched_to_manuscript_bin,0.85,0.9,0.875,0.9284,0.0008513,0.06407,0.06407565537464287
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,31-40,31-40,True,matched_to_manuscript_bin,0.85,0.9,0.875,3.363,0.002686,0.1179,0.11793059228207073
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,41-50,41-50,True,matched_to_manuscript_bin,0.85,0.9,0.875,5.658,0.005036,0.1965,0.1965645219667069
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,51-60,51-60,True,matched_to_manuscript_bin,0.85,0.9,0.875,7.888,0.008788,0.274,0.27414089250602514
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,61-70,61-70,True,matched_to_manuscript_bin,0.85,0.9,0.875,10.06,0.01522,0.2683,0.26873134986450686
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,71-80,71-80,True,matched_to_manuscript_bin,0.85,0.9,0.875,12.2,0.02659,0.3262,0.32728193977058984
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,81-90,81-90,True,matched_to_manuscript_bin,0.85,0.9,0.875,14.3,0.04718,0.3816,0.3845055427428843
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,91-100,91-100,True,matched_to_manuscript_bin,0.85,0.9,0.875,16.46,0.08537,0.4393,0.44751818611091104
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,101-125,101-125,True,matched_to_manuscript_bin,0.85,0.9,0.875,18.92,0.1371,0.5046,0.5228934595115912
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,126-150,126-150,True,matched_to_manuscript_bin,0.85,0.9,0.875,22.6,0.4605,0.6128,0.766540338142749
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,21-30,21-30,True,matched_to_manuscript_bin,0.9,0.95,0.925,0.8088,0.0008036,0.05591,0.0559157748131956
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,31-40,31-40,True,matched_to_manuscript_bin,0.9,0.95,0.925,2.995,0.002563,0.1057,0.10573106908094707
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,41-50,41-50,True,matched_to_manuscript_bin,0.9,0.95,0.925,5.101,0.004836,0.1784,0.17846553419638203
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,51-60,51-60,True,matched_to_manuscript_bin,0.9,0.95,0.925,7.14,0.008456,0.2497,0.2498431386610407
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,61-70,61-70,True,matched_to_manuscript_bin,0.9,0.95,0.925,9.187,0.01471,0.2479,0.24833605074575862
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,71-80,71-80,True,matched_to_manuscript_bin,0.9,0.95,0.925,11.2,0.02577,0.3027,0.30379496852318016
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,81-90,81-90,True,matched_to_manuscript_bin,0.9,0.95,0.925,13.13,0.04573,0.3569,0.3598177912499603
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,91-100,91-100,True,matched_to_manuscript_bin,0.9,0.95,0.925,15.05,0.08255,0.4096,0.4178356883991601
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,101-125,101-125,True,matched_to_manuscript_bin,0.9,0.95,0.925,17.56,0.1335,0.4738,0.4922486058893413
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,126-150,126-150,True,matched_to_manuscript_bin,0.9,0.95,0.925,20.3,0.4414,0.5778,0.7271085200986164
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,21-30,21-30,True,matched_to_manuscript_bin,0.95,1.0,0.975,0.6976,0.0007446,0.04856,0.04856570836670664
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,31-40,31-40,True,matched_to_manuscript_bin,0.95,1.0,0.975,2.681,0.00243,0.09533,0.0953609658088675
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,41-50,41-50,True,matched_to_manuscript_bin,0.95,1.0,0.975,4.61,0.004605,0.1624,0.1624652763669825
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,51-60,51-60,True,matched_to_manuscript_bin,0.95,1.0,0.975,6.523,0.008097,0.2299,0.23004254260679696
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,61-70,61-70,True,matched_to_manuscript_bin,0.95,1.0,0.975,8.387,0.01408,0.2292,0.2296320674470358
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,71-80,71-80,True,matched_to_manuscript_bin,0.95,1.0,0.975,10.27,0.02472,0.281,0.28208523250960876
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,81-90,81-90,True,matched_to_manuscript_bin,0.95,1.0,0.975,12.04,0.04388,0.3324,0.3352837818922949
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,91-100,91-100,True,matched_to_manuscript_bin,0.95,1.0,0.975,13.74,0.07904,0.3767,0.3849028599530016
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,101-125,101-125,True,matched_to_manuscript_bin,0.95,1.0,0.975,16.15,0.1283,0.4416,0.45986025051095686
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,126-150,126-150,True,matched_to_manuscript_bin,0.95,1.0,0.975,19.61,0.4347,0.5632,0.7114480515118444
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,21-30,21-30,True,matched_to_manuscript_bin,1.0,1.1,1.05,0.5733,0.0004739,0.04279,0.04279262414493881
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,31-40,31-40,True,matched_to_manuscript_bin,1.0,1.1,1.05,2.279,0.001573,0.1016,0.10161217608633327
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,41-50,41-50,True,matched_to_manuscript_bin,1.0,1.1,1.05,3.984,0.003006,0.1767,0.17672556701281225
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,51-60,51-60,True,matched_to_manuscript_bin,1.0,1.1,1.05,5.678,0.005304,0.2518,0.2518558564258533
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,61-70,61-70,True,matched_to_manuscript_bin,1.0,1.1,1.05,7.351,0.009254,0.2625,0.2626630665243974
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,71-80,71-80,True,matched_to_manuscript_bin,1.0,1.1,1.05,9.018,0.01626,0.3218,0.3222105330370191
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,81-90,81-90,True,matched_to_manuscript_bin,1.0,1.1,1.05,10.76,0.02911,0.3848,0.385899510365069
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,91-100,91-100,True,matched_to_manuscript_bin,1.0,1.1,1.05,12.28,0.05246,0.4385,0.44162688052246096
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,101-125,101-125,True,matched_to_manuscript_bin,1.0,1.1,1.05,14.25,0.08461,0.5083,0.5152938405414914
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,126-150,126-150,True,matched_to_manuscript_bin,1.0,1.1,1.05,17.59,0.289,0.6315,0.694487760871277
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,21-30,21-30,True,matched_to_manuscript_bin,1.1,1.2,1.15,0.4395,0.0004079,0.03294,0.03294252544068229
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,31-40,31-40,True,matched_to_manuscript_bin,1.1,1.2,1.15,1.846,0.001398,0.08329,0.08330173169868679
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,41-50,41-50,True,matched_to_manuscript_bin,1.1,1.2,1.15,3.292,0.0027,0.1478,0.1478246596478409
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,51-60,51-60,True,matched_to_manuscript_bin,1.1,1.2,1.15,4.737,0.004786,0.2126,0.21265386381629656
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,61-70,61-70,True,matched_to_manuscript_bin,1.1,1.2,1.15,6.205,0.0084,0.2255,0.22565639809232088
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,71-80,71-80,True,matched_to_manuscript_bin,1.1,1.2,1.15,7.631,0.01478,0.2774,0.27779346356600976
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,81-90,81-90,True,matched_to_manuscript_bin,1.1,1.2,1.15,9.071,0.02641,0.33,0.33105511338748417
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,91-100,91-100,True,matched_to_manuscript_bin,1.1,1.2,1.15,10.51,0.04795,0.3829,0.38589067428482904
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,101-125,101-125,True,matched_to_manuscript_bin,1.1,1.2,1.15,12.38,0.07792,0.4499,0.45659778405068946
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,126-150,126-150,True,matched_to_manuscript_bin,1.1,1.2,1.15,15.16,0.2651,0.5519,0.6122676048918478
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,21-30,21-30,True,matched_to_manuscript_bin,1.2,1.3,1.25,0.3396,0.0003533,0.02565,0.025652433040357008
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,31-40,31-40,True,matched_to_manuscript_bin,1.2,1.3,1.25,1.482,0.001234,0.06831,0.06832114501382423
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,41-50,41-50,True,matched_to_manuscript_bin,1.2,1.3,1.25,2.694,0.002406,0.1236,0.12362341540339354
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,51-60,51-60,True,matched_to_manuscript_bin,1.2,1.3,1.25,3.921,0.00429,0.1798,0.17985117208403173
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,61-70,61-70,True,matched_to_manuscript_bin,1.2,1.3,1.25,5.156,0.007544,0.1937,0.1938468517567412
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,71-80,71-80,True,matched_to_manuscript_bin,1.2,1.3,1.25,6.38,0.01332,0.24,0.24036934579933442
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,81-90,81-90,True,matched_to_manuscript_bin,1.2,1.3,1.25,7.663,0.02392,0.2888,0.28978889971839844
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,91-100,91-100,True,matched_to_manuscript_bin,1.2,1.3,1.25,8.982,0.04367,0.3378,0.3406110815871967
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,101-125,101-125,True,matched_to_manuscript_bin,1.2,1.3,1.25,10.52,0.07079,0.3953,0.4015884885053355
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,126-150,126-150,True,matched_to_manuscript_bin,1.2,1.3,1.25,13.35,0.2451,0.5013,0.5580104837724825
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,21-30,21-30,True,matched_to_manuscript_bin,1.3,1.4,1.35,0.2734,0.0003183,0.02065,0.020652452999341268
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,31-40,31-40,True,matched_to_manuscript_bin,1.3,1.4,1.35,1.236,0.001132,0.05699,0.05700124142507775
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,41-50,41-50,True,matched_to_manuscript_bin,1.3,1.4,1.35,2.286,0.002225,0.1048,0.10482361673306259
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,51-60,51-60,True,matched_to_manuscript_bin,1.3,1.4,1.35,3.354,0.003985,0.1538,0.15385161755730747
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,61-70,61-70,True,matched_to_manuscript_bin,1.3,1.4,1.35,4.467,0.007051,0.1678,0.16794807709825083
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,71-80,71-80,True,matched_to_manuscript_bin,1.3,1.4,1.35,5.556,0.01248,0.209,0.2093722770569208
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,81-90,81-90,True,matched_to_manuscript_bin,1.3,1.4,1.35,6.695,0.02245,0.2523,0.2532968466049272
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,91-100,91-100,True,matched_to_manuscript_bin,1.3,1.4,1.35,7.757,0.04075,0.2917,0.29453260006321885
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,101-125,101-125,True,matched_to_manuscript_bin,1.3,1.4,1.35,9.241,0.06662,0.3471,0.35343547416749216
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,126-150,126-150,True,matched_to_manuscript_bin,1.3,1.4,1.35,11.42,0.2276,0.4288,0.48545978206232493
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,21-30,21-30,True,matched_to_manuscript_bin,1.4,1.5,1.45,0.2091,0.0002726,0.01592,0.015922333709604258
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,31-40,31-40,True,matched_to_manuscript_bin,1.4,1.5,1.45,0.989,0.0009951,0.04724,0.047250479616719236
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,41-50,41-50,True,matched_to_manuscript_bin,1.4,1.5,1.45,1.861,0.001974,0.08847,0.08849201984359946
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,51-60,51-60,True,matched_to_manuscript_bin,1.4,1.5,1.45,2.756,0.003551,0.131,0.13104811941039063
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,61-70,61-70,True,matched_to_manuscript_bin,1.4,1.5,1.45,3.695,0.006304,0.1463,0.1464357552512364
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,71-80,71-80,True,matched_to_manuscript_bin,1.4,1.5,1.45,4.628,0.01119,0.1834,0.18374105719735043
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,81-90,81-90,True,matched_to_manuscript_bin,1.4,1.5,1.45,5.6,0.02018,0.2218,0.2227161251458906
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,91-100,91-100,True,matched_to_manuscript_bin,1.4,1.5,1.45,6.568,0.03686,0.26,0.26259980883466005
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,101-125,101-125,True,matched_to_manuscript_bin,1.4,1.5,1.45,7.823,0.06023,0.3097,0.31550236591822883
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,126-150,126-150,True,matched_to_manuscript_bin,1.4,1.5,1.45,9.687,0.2061,0.3836,0.4354608708024178
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,21-30,21-30,True,matched_to_manuscript_bin,1.5,1.6,1.55,0.1702,0.0002469,0.01296,0.012962351623451664
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,31-40,31-40,True,matched_to_manuscript_bin,1.5,1.6,1.55,0.8295,0.0009148,0.03963,0.03964055699709579
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,41-50,41-50,True,matched_to_manuscript_bin,1.5,1.6,1.55,1.584,0.001828,0.07529,0.0753121881503917
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,51-60,51-60,True,matched_to_manuscript_bin,1.5,1.6,1.55,2.37,0.003305,0.1127,0.11274845021107828
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,61-70,61-70,True,matched_to_manuscript_bin,1.5,1.6,1.55,3.191,0.00588,0.1263,0.12643680002277818
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,71-80,71-80,True,matched_to_manuscript_bin,1.5,1.6,1.55,4.03,0.01048,0.1597,0.16004349533798617
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,81-90,81-90,True,matched_to_manuscript_bin,1.5,1.6,1.55,4.859,0.01887,0.1924,0.1933231411393887
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,91-100,91-100,True,matched_to_manuscript_bin,1.5,1.6,1.55,5.79,0.03474,0.2292,0.2318178327911811
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,101-125,101-125,True,matched_to_manuscript_bin,1.5,1.6,1.55,6.751,0.05616,0.2673,0.27313592879736637
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,126-150,126-150,True,matched_to_manuscript_bin,1.5,1.6,1.55,8.594,0.1948,0.3403,0.392111119454677
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,21-30,21-30,True,matched_to_manuscript_bin,1.6,1.7,1.65,0.1346,0.0002164,0.0104,0.010402251148669696
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,31-40,31-40,True,matched_to_manuscript_bin,1.6,1.7,1.65,0.6746,0.0008146,0.03367,0.03367985262972509
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,41-50,41-50,True,matched_to_manuscript_bin,1.6,1.7,1.65,1.304,0.001638,0.0648,0.06482069919400746
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,51-60,51-60,True,matched_to_manuscript_bin,1.6,1.7,1.65,1.978,0.002982,0.09832,0.09836521094370713
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,61-70,61-70,True,matched_to_manuscript_bin,1.6,1.7,1.65,2.672,0.005314,0.1126,0.11272532366775444
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,71-80,71-80,True,matched_to_manuscript_bin,1.6,1.7,1.65,3.367,0.009465,0.1421,0.1424148736087632
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,81-90,81-90,True,matched_to_manuscript_bin,1.6,1.7,1.65,4.092,0.0171,0.1729,0.17374354664274583
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,91-100,91-100,True,matched_to_manuscript_bin,1.6,1.7,1.65,4.857,0.03141,0.2049,0.20729350713420813
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,101-125,101-125,True,matched_to_manuscript_bin,1.6,1.7,1.65,5.741,0.05116,0.242,0.2473486316921927
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,126-150,126-150,True,matched_to_manuscript_bin,1.6,1.7,1.65,7.701,0.1821,0.3247,0.3722774502974898
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,21-30,21-30,True,matched_to_manuscript_bin,1.7,1.8,1.75,0.1104,0.0001966,0.008531,0.008533265058581036
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,31-40,31-40,True,matched_to_manuscript_bin,1.7,1.8,1.75,0.5661,0.0007484,0.02825,0.028259911580894942
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,41-50,41-50,True,matched_to_manuscript_bin,1.7,1.8,1.75,1.113,0.001517,0.0553,0.05532080340161376
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,51-60,51-60,True,matched_to_manuscript_bin,1.7,1.8,1.75,1.7,0.002772,0.08446,0.08450547665092481
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,61-70,61-70,True,matched_to_manuscript_bin,1.7,1.8,1.75,2.318,0.004964,0.09773,0.09785598702174537
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,71-80,71-80,True,matched_to_manuscript_bin,1.7,1.8,1.75,2.945,0.008877,0.1242,0.12451683070573231
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,81-90,81-90,True,matched_to_manuscript_bin,1.7,1.8,1.75,3.609,0.0161,0.1524,0.15324806687198375
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,91-100,91-100,True,matched_to_manuscript_bin,1.7,1.8,1.75,4.239,0.02944,0.1788,0.18120748770401293
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,101-125,101-125,True,matched_to_manuscript_bin,1.7,1.8,1.75,5.101,0.04836,0.215,0.22037170780297546
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,126-150,126-150,True,matched_to_manuscript_bin,1.7,1.8,1.75,6.498,0.1678,0.274,0.32129867724595446
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,21-30,21-30,True,matched_to_manuscript_bin,1.8,1.9,1.85,0.08835,0.0001738,0.007065,0.007067137428973629
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,31-40,31-40,True,matched_to_manuscript_bin,1.8,1.9,1.85,0.4658,0.0006719,0.02521,0.02521895219096146
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,41-50,41-50,True,matched_to_manuscript_bin,1.8,1.9,1.85,0.9261,0.00137,0.04996,0.04997878049732706
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,51-60,51-60,True,matched_to_manuscript_bin,1.8,1.9,1.85,1.425,0.002513,0.07688,0.07692106063361322
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,61-70,61-70,True,matched_to_manuscript_bin,1.8,1.9,1.85,1.945,0.004502,0.09161,0.0917205544248398
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,71-80,71-80,True,matched_to_manuscript_bin,1.8,1.9,1.85,2.494,0.008087,0.1176,0.1178777314381304
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,81-90,81-90,True,matched_to_manuscript_bin,1.8,1.9,1.85,3.056,0.01467,0.1443,0.14504378270025917
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,91-100,91-100,True,matched_to_manuscript_bin,1.8,1.9,1.85,3.651,0.02704,0.1723,0.17440886330688588
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,101-125,101-125,True,matched_to_manuscript_bin,1.8,1.9,1.85,4.337,0.04415,0.2043,0.20901605799555212
ins1735345,Table 1,10.17182/hepdata.91996.v2/t1,pt_spectrum,-0.8-0.8,126-150,126-150,True,matched_to_manuscript_bin,1.8,1.9,1.85,5.54,0.1534,0.261,0.30274173812013433
